# Validation Error (pixels): 48.59
timestamp,taskId,targetX,targerY,gazeX,gazeY,mouseX,mouseY
37614.40000000037,1,1434,319,,,1445,330
37626.40000000037,1,1434,319,,,1446,330
37649.40000000037,1,1434,319,1377.8394259460606,316.47009493557204,,
37702.800000000745,1,1434,319,1429.7449848745512,244.26164127758025,,
37753.300000000745,1,1434,319,1480.930132058089,163.41622343850614,,
37801.90000000037,1,1434,319,1449.3625608259258,164.08869245671937,,
37853.5,1,1434,319,1446.508880555367,84.75286987122024,,
37897.60000000149,1,1434,319,1390.8722885640068,220.52221506317198,,
37935.90000000037,1,1434,319,1362.4967258666848,315.1738149566222,,
37973.60000000149,1,1434,319,1334.7254286464424,405.71547403543497,,
38011.5,1,1434,319,1319.5809097335732,417.17508233535347,,
38050.90000000037,2,1434,319,1306.5061051990474,502.3464677523433,,
38088.300000000745,2,1356,835,1312.6721925983531,556.5950612039812,,
38125.20000000112,2,1356,835,1339.784817344066,591.2586590940543,,
38162.5,2,1356,835,1323.253458009966,462.5159892857365,,
38200.10000000149,2,1356,835,1346.3015078257924,489.7797477782837,,
38237.300000000745,2,1356,835,1414.5386786950985,435.41056635635556,,
38284.40000000037,2,1356,835,1440.153724828591,414.1747260878319,,
38286.20000000112,2,1356,835,,,1445,330
38297.300000000745,2,1356,835,,,1437,330
38323.5,2,1356,835,1487.5620648736565,350.2305507164223,,
38323.70000000112,2,1356,835,,,1418,338
38336.20000000112,2,1356,835,,,1411,344
38357,2,1356,835,1380.523635341498,373.62759803438246,,
38357,2,1356,835,,,1385,377
38367.800000000745,2,1356,835,,,1370,405
38394.5,2,1356,835,1378.228516053292,363.69402255009857,,
38396,2,1356,835,,,1344,479
38406.40000000037,2,1356,835,,,1333,516
38432.60000000149,2,1356,835,1312.1642523779965,367.75381138359677,,
38432.70000000112,2,1356,835,,,1307,611
38443.5,2,1356,835,,,1300,643
38469.20000000112,2,1356,835,1220.9807475300051,465.425778612901,,
38481,2,1356,835,,,1298,709
38517.70000000112,2,1356,835,1231.5199424646719,467.6538823684339,,
38566.70000000112,2,1356,835,1222.067553683538,448.50977478837206,,
38616.800000000745,2,1356,835,1214.165907380696,440.64710794399934,,
38652.5,2,1356,835,1195.66717792763,370.615148964441,,
38681.20000000112,2,1356,835,,,1299,709
38701.40000000037,2,1356,835,1134.5161517489648,372.53065240931915,,
38701.5,2,1356,835,,,1311,719
38712.60000000149,2,1356,835,,,1316,724
38736.5,2,1356,835,1126.6761393634695,439.7195851727406,,
38737.800000000745,2,1356,835,,,1351,761
38748.70000000112,2,1356,835,,,1367,778
38774.800000000745,2,1356,835,1174.8711556608607,524.7977785308507,,
38774.90000000037,2,1356,835,,,1378,793
38811.5,2,1356,835,1242.447145938029,558.9249116521755,,
38813.40000000037,2,1356,835,,,1391,814
38824.40000000037,2,1356,835,,,1394,817
38851,2,1356,835,1280.8457354573268,650.1880580835168,,
38851.10000000149,2,1356,835,,,1395,821
38861.60000000149,2,1356,835,,,1395,824
38888.40000000037,2,1356,835,1246.5424913573715,648.6557440605096,,
38898.70000000112,2,1356,835,,,1392,828
38913.90000000037,2,1356,835,,,1391,830
38935.800000000745,2,1356,835,1297.9556498767447,663.3388859972858,,
38935.90000000037,2,1356,835,,,1389,831
38946.90000000037,2,1356,835,,,1388,832
38972.800000000745,2,1356,835,1332.381878479665,677.6877086793634,,
38974.300000000745,2,1356,835,,,1384,833
38985,2,1356,835,,,1380,834
39012.20000000112,2,1356,835,1360.6759447255654,690.3640616062221,,
39012.300000000745,2,1356,835,,,1374,834
39025.20000000112,2,1356,835,,,1371,836
39048.5,2,1356,835,1359.7660308845798,740.5143836261186,,
39048.60000000149,2,1356,835,,,1364,842
39059.40000000037,2,1356,835,,,1361,844
39063.5,2,1356,835,,,1361,845
39086.800000000745,2,1356,835,1366.2187415897406,751.2331235742653,,
39098.5,2,1356,835,,,1359,848
39113.70000000112,2,1356,835,,,1359,849
39137.40000000037,2,1356,835,1377.6285131871887,795.4626188483795,,
39176.300000000745,2,1356,835,1363.7803870178204,819.4832341259491,,
39214.60000000149,2,1356,835,1298.8899534659333,817.5923095921278,,
39269.70000000112,2,1356,835,1300.7041541476394,770.1582824956052,,
39319.60000000149,2,1356,835,1312.5557266865965,759.0731385397037,,
39368.40000000037,2,1356,835,1237.3238165185192,783.4608212960276,,
39418.40000000037,3,1356,835,1259.5146408095322,759.6017833837054,,
39456.70000000112,3,611,748,1281.2522934945725,746.7956169353323,,
39493.60000000149,3,611,748,1317.9969609474535,762.2857923361943,,
39529.60000000149,3,611,748,1323.0499832210216,774.3917031741279,,
39566.20000000112,3,611,748,1310.971734151079,843.859215720884,,
39602.5,3,611,748,1332.9881131269606,756.2414459563735,,
39649.10000000149,3,611,748,1364.6277458444483,703.8694590858439,,
39650.5,3,611,748,,,1347,848
39661.300000000745,3,611,748,,,1325,841
39688.10000000149,3,611,748,1381.8529046336914,726.6473911134459,,
39697.10000000149,3,611,748,,,1250,823
39733.800000000745,3,611,748,1305.4929111181011,590.9368366644844,,
39735.20000000112,3,611,748,,,1099,818
39746.20000000112,3,611,748,,,1067,818
39748.5,3,611,748,,,1034,820
39772.300000000745,3,611,748,1226.3816090059495,694.506214273394,,
39772.5,3,611,748,,,992,823
39783.10000000149,3,611,748,,,923,825
39808.5,3,611,748,1099.5438287176205,730.9996447186268,,
39810.10000000149,3,611,748,,,832,822
39846.5,3,611,748,975.5597903001412,755.6947293789677,,
39846.70000000112,3,611,748,,,689,789
39857,3,611,748,,,682,789
39882.40000000037,3,611,748,873.698822530111,776.4750841628191,,
39883.90000000037,3,611,748,,,643,785
39921.20000000112,3,611,748,777.2894061701104,763.4431620543796,,
39967.60000000149,3,611,748,726.249070536261,718.2664862875884,,
40017.10000000149,3,611,748,682.8226795457069,760.2279991038919,,
40066.5,3,611,748,689.1547185535132,669.817583014698,,
40117.90000000037,3,611,748,612.4145407693494,618.9691209411592,,
40166.20000000112,3,611,748,605.8455048502393,572.7244562548516,,
40217.60000000149,3,611,748,577.2453956981869,511.7095901787807,,
40267,3,611,748,592.2302611543004,580.2355121408324,,
40318,3,611,748,614.9391810511513,594.9307228013321,,
40367.40000000037,3,611,748,601.1052434435177,619.5650989184388,,
40416,3,611,748,596.0820030780504,556.9174912625576,,
40467.10000000149,3,611,748,577.4189371620954,604.0304424366007,,
40517.20000000112,3,611,748,597.1009447857749,546.5372679810276,,
40567,3,611,748,586.5311177823879,532.5939221182703,,
40616,3,611,748,585.9474978213149,539.3125261800374,,
40665.800000000745,3,611,748,561.0742188106542,642.6762052482679,,
40715.70000000112,3,611,748,589.3992307433371,652.2603335402089,,
40765.800000000745,3,611,748,636.4729413670557,632.8277919056306,,
40815.60000000149,3,611,748,691.1824955219872,611.4707950798384,,
40866,3,611,748,700.9484299483098,563.5575062321478,,
40915.70000000112,3,611,748,705.0989539139518,585.102703905054,,
40966.300000000745,3,611,748,721.2141642006703,569.143831441005,,
40968.10000000149,3,611,748,,,639,779
40979.5,3,611,748,,,636,776
40983.20000000112,3,611,748,,,633,771
41003.40000000037,3,611,748,733.9750411792007,610.8522427508444,,
41003.60000000149,3,611,748,,,631,768
41019.300000000745,3,611,748,,,629,766
41038.20000000112,3,611,748,722.5539046915824,655.4792447387038,,
41038.5,3,611,748,,,626,761
41074.40000000037,3,611,748,793.6424139230545,615.4304189574708,,
41076,3,611,748,,,623,757
41086.70000000112,3,611,748,,,623,757
41111.800000000745,3,611,748,756.997635385226,634.8557183845404,,
41112,3,611,748,,,622,754
41122.70000000112,3,611,748,,,622,753
41147.10000000149,3,611,748,739.1790049196067,681.3224596513649,,
41148.60000000149,3,611,748,,,621,752
41159.300000000745,3,611,748,,,621,752
41163.800000000745,3,611,748,,,621,752
41183.300000000745,3,611,748,712.876694393972,695.7685489709759,,
41197.10000000149,3,611,748,,,621,752
41216.300000000745,3,611,748,743.6691115826966,723.105893697698,,
41252.10000000149,3,611,748,738.1946447617745,764.4750225140185,,
41298.70000000112,3,611,748,728.5861954993518,746.8305710591211,,
41349.20000000112,4,1617,539,672.4479200916123,768.0595914366902,,
41384.20000000112,4,1617,539,687.4181593552731,782.888799916635,,
41419.800000000745,4,1617,539,733.4443265855622,746.5876308634497,,
41455.5,4,1617,539,743.7211771521191,755.0051866174197,,
41491.20000000112,4,1617,539,739.7712431397814,730.3117911613249,,
41525.60000000149,4,1617,539,643.0000881370452,772.4424819719507,,
41561.300000000745,4,1617,539,611.9400351471344,757.7956309674752,,
41596.300000000745,4,1617,539,594.7231942838999,732.1526765601456,,
41615.5,4,1617,539,,,621,751
41629.5,4,1617,539,,,620,750
41652,4,1617,539,578.867003078048,735.4954766819965,,
41652,4,1617,539,,,620,744
41665.20000000112,4,1617,539,,,634,727
41688,4,1617,539,568.918886364426,756.922651062258,,
41688.20000000112,4,1617,539,,,753,667
41698.60000000149,4,1617,539,,,811,650
41724,4,1617,539,656.1319659036357,740.7970289931574,,
41725.60000000149,4,1617,539,,,975,632
41762.20000000112,4,1617,539,798.6288348183805,631.6737878790972,,
41762.300000000745,4,1617,539,,,1107,636
41798.800000000745,4,1617,539,924.3699581759047,530.4623595448056,,
41849.800000000745,4,1617,539,1032.1619943405951,473.95333814327745,,
41900.90000000037,4,1617,539,1128.7037594910778,415.01144961302884,,
41951.800000000745,4,1617,539,1231.774592831019,369.91116360662,,
41965.40000000037,4,1617,539,,,1124,636
41980.5,4,1617,539,,,1171,627
42001.90000000037,4,1617,539,1274.6754297945522,434.90109805384236,,
42002.10000000149,4,1617,539,,,1328,589
42015.20000000112,4,1617,539,,,1374,577
42040.20000000112,4,1617,539,1293.3709664591015,445.73752327692006,,
42040.300000000745,4,1617,539,,,1443,576
42051.300000000745,4,1617,539,,,1492,577
42078.10000000149,4,1617,539,1321.928984251877,406.6987657061989,,
42079.70000000112,4,1617,539,,,1527,581
42117,4,1617,539,1390.4529462328614,370.2372650979172,,
42117.10000000149,4,1617,539,,,1543,583
42154.300000000745,4,1617,539,1444.1718910825641,343.6592486881199,,
42191.300000000745,4,1617,539,1466.6693080617733,308.2127139991519,,
42227.70000000112,4,1617,539,1506.8410273139702,279.4185149896619,,
42264,4,1617,539,1508.3739293558624,257.787233219117,,
42317.300000000745,4,1617,539,1543.9384486058536,293.5998469971171,,
42318.800000000745,4,1617,539,,,1574,566
42329.90000000037,4,1617,539,,,1597,554
42356.800000000745,4,1617,539,1542.724174635861,249.13937415629255,,
42363.800000000745,4,1617,539,,,1635,537
42400.70000000112,4,1617,539,1484.935525007207,282.7584361546472,,
42402.20000000112,4,1617,539,,,1653,531
42440.40000000037,4,1617,539,1620.5315505842814,307.85434670853806,,
42440.60000000149,4,1617,539,,,1661,530
42477.60000000149,4,1617,539,1704.3037861659138,339.18623089582974,,
42479.20000000112,4,1617,539,,,1662,529
42517.5,4,1617,539,1653.593256186247,255.8408188359121,,
42517.60000000149,4,1617,539,,,1662,529
42555.60000000149,4,1617,539,1547.7078755639748,233.23853454668455,,
42593.90000000037,4,1617,539,1499.1227658260805,214.20331523473806,,
42605.800000000745,4,1617,539,,,1660,530
42629.10000000149,4,1617,539,1540.279317842008,262.7425349546429,,
42629.20000000112,4,1617,539,,,1652,538
42639.800000000745,4,1617,539,,,1650,540
42667.5,4,1617,539,1540.401246758008,280.5962068865582,,
42669.20000000112,4,1617,539,,,1640,549
42708.20000000112,4,1617,539,1540.8088681949273,349.80109572940563,,
42746.10000000149,4,1617,539,1567.7424320087393,342.65060840314936,,
42784.300000000745,4,1617,539,1592.9732306200895,287.444276183924,,
42821.800000000745,4,1617,539,1604.8669458627712,286.6617760750185,,
42867.70000000112,4,1617,539,1585.5054771707473,287.6439136555163,,
42917.90000000037,4,1617,539,1560.4942160578453,319.4014404744664,,
42967,4,1617,539,1524.1267949358503,341.66326167247036,,
43018,5,1617,539,1545.900650511991,390.6123858235548,,
43055.800000000745,5,1531,358,1559.6383480009858,433.131574041355,,
43093,5,1531,358,1614.7871484800312,523.8954390551839,,
43129,5,1531,358,1593.14486817884,531.3647084051566,,
43165,5,1531,358,1571.0165794769755,535.351068452853,,
43201.90000000037,5,1531,358,1575.4445391215838,501.13219816966665,,
43250.40000000037,5,1531,358,1614.9488229187086,544.7175105903011,,
43264.300000000745,5,1531,358,,,1630,549
43301.300000000745,5,1531,358,1562.248573307599,489.19460988896304,,
43301.5,5,1531,358,,,1565,544
43312.5,5,1531,358,,,1531,536
43315.70000000112,5,1531,358,,,1515,531
43338.60000000149,5,1531,358,1518.4655867909592,514.845490797259,,
43338.800000000745,5,1531,358,,,1435,497
43349.70000000112,5,1531,358,,,1412,482
43375,5,1531,358,1469.4071725718527,499.77129292683463,,
43376.60000000149,5,1531,358,,,1374,429
43414.20000000112,5,1531,358,1393.5433365099836,504.45972639515503,,
43414.300000000745,5,1531,358,,,1398,355
43424.60000000149,5,1531,358,,,1404,351
43450.70000000112,5,1531,358,1299.7732645993956,528.1986160669152,,
43452.300000000745,5,1531,358,,,1439,330
43463.70000000112,5,1531,358,,,1456,328
43489.90000000037,5,1531,358,1258.3017011519103,507.43196035860615,,
43490.10000000149,5,1531,358,,,1476,329
43500.300000000745,5,1531,358,,,1480,329
43525.800000000745,5,1531,358,1236.3018728996824,503.7518489886698,,
43527.5,5,1531,358,,,1489,327
43563.800000000745,5,1531,358,1258.4575112809928,490.4889447443626,,
43564,5,1531,358,,,1498,323
43600.300000000745,5,1531,358,1265.8385867095567,480.988230175355,,
43601.90000000037,5,1531,358,,,1517,321
43613.5,5,1531,358,,,1526,321
43639.90000000037,5,1531,358,1320.7029924466842,461.8723282222076,,
43647.10000000149,5,1531,358,,,1539,322
43684.60000000149,5,1531,358,1432.92012171568,342.8848308421713,,
43686,5,1531,358,,,1549,332
43697.300000000745,5,1531,358,,,1554,342
43724,5,1531,358,1463.8535510652869,346.5921220355772,,
43724.10000000149,5,1531,358,,,1556,344
43761.800000000745,5,1531,358,1507.3955349118955,348.4554399480011,,
43763.40000000037,5,1531,358,,,1557,351
43773.70000000112,5,1531,358,,,1557,352
43800.70000000112,5,1531,358,1528.3171649180892,346.2348746306841,,
43800.90000000037,5,1531,358,,,1556,360
43811.5,5,1531,358,,,1556,360
43815.800000000745,5,1531,358,,,1556,361
43838.10000000149,5,1531,358,1540.482642757715,295.9835921271151,,
43838.60000000149,5,1531,358,,,1555,364
43849.300000000745,5,1531,358,,,1554,366
43876.60000000149,5,1531,358,1522.376460500264,268.03197428892895,,
43878.10000000149,5,1531,358,,,1553,368
43888.5,5,1531,358,,,1553,369
43916.800000000745,5,1531,358,1552.7047474990577,304.95139512332406,,
43931.90000000037,5,1531,358,,,1552,371
43970.20000000112,5,1531,358,1564.866807068017,359.7511165922493,,
43970.40000000037,5,1531,358,,,1550,371
43982.90000000037,5,1531,358,,,1549,371
44005.90000000037,5,1531,358,1575.143938725982,311.2746149953422,,
44006.10000000149,5,1531,358,,,1548,371
44044.60000000149,5,1531,358,1508.744468754489,316.79089870416783,,
44082.40000000037,5,1531,358,1557.8226290135433,341.2617140389569,,
44135.40000000037,5,1531,358,1526.8753940933475,352.8199848059887,,
44185.90000000037,5,1531,358,1466.6163500884109,336.13061689731717,,
44235.90000000037,5,1531,358,1493.083661816183,286.0452008197683,,
44286.60000000149,6,1531,358,1445.679845063342,324.32793060036096,,
44326.10000000149,6,120,336,1428.091335438846,300.610455846345,,
44364.5,6,120,336,1463.316326364247,311.8437302650895,,
44402.10000000149,6,120,336,1481.0344754799914,309.1813196879063,,
44439.70000000112,6,120,336,1505.0892848293618,294.4235830636462,,
44441.70000000112,6,120,336,,,1548,369
44452.40000000037,6,120,336,,,1548,370
44479.800000000745,6,120,336,1499.6289177453668,320.9391665267565,,
44479.90000000037,6,120,336,,,1544,373
44492.300000000745,6,120,336,,,1543,373
44514.70000000112,6,120,336,1435.955189876562,318.3558650713378,,
44514.90000000037,6,120,336,,,1531,369
44525.70000000112,6,120,336,,,1513,362
44552,6,120,336,1432.0897577208873,347.0408667695817,,
44565.20000000112,6,120,336,,,1400,356
44602.90000000037,6,120,336,1418.152455798803,415.69832264947985,,
44603.10000000149,6,120,336,,,1054,360
44615.60000000149,6,120,336,,,936,373
44638.10000000149,6,120,336,1193.2733266581558,481.7250346762024,,
44638.20000000112,6,120,336,,,713,404
44649.60000000149,6,120,336,,,648,414
44676.5,6,120,336,972.1405424330446,533.4288044495186,,
44678.20000000112,6,120,336,,,561,417
44716.5,6,120,336,857.5788526652373,469.2146736702051,,
44767.60000000149,6,120,336,775.6775167254225,426.08704688363747,,
44818.20000000112,6,120,336,540.4235837914289,475.17609973295555,,
44866.800000000745,6,120,336,421.205844776275,442.11337937067833,,
44881.300000000745,6,120,336,,,513,411
44896.5,6,120,336,,,460,409
44918,6,120,336,394.41962333534775,458.3254337472408,,
44918.10000000149,6,120,336,,,328,408
44931.90000000037,6,120,336,,,220,409
44954.90000000037,6,120,336,409.62258832656005,440.4835490811121,,
44955.10000000149,6,120,336,,,121,422
44992.5,6,120,336,322.60426497643346,427.25402958583015,,
44994.20000000112,6,120,336,,,60,424
45031,6,120,336,196.8716411750905,426.20215235821416,,
45083.10000000149,6,120,336,132.64634197999152,481.04640242053813,,
45133.5,6,120,336,137.49336762403016,483.96945856043925,,
45183.40000000037,6,120,336,65.92338709021365,507.2574809967576,,
45198.60000000149,6,120,336,,,68,415
45212.70000000112,6,120,336,,,75,409
45237.20000000112,6,120,336,49.63493113203204,543.7593759547323,,
45237.300000000745,6,120,336,,,89,394
45250.20000000112,6,120,336,,,94,388
45273,6,120,336,135.09404462031054,573.6897900660499,,
45273.10000000149,6,120,336,,,107,373
45283.5,6,120,336,,,112,366
45312.300000000745,6,120,336,204.60544837016903,571.6714949874008,,
45313.90000000037,6,120,336,,,120,357
45324.90000000037,6,120,336,,,124,351
45354,6,120,336,270.1214701344029,581.4815808726543,,
45354.20000000112,6,120,336,,,130,345
45366.5,6,120,336,,,132,344
45389.70000000112,6,120,336,278.3246954715899,569.7261103026013,,
45428.70000000112,6,120,336,271.9151253784637,601.9922027512051,,
45467.40000000037,6,120,336,298.8553742520817,600.1234185737914,,
45505.60000000149,6,120,336,252.85666808123136,522.5218501187611,,
45515.300000000745,6,120,336,,,132,344
45553.90000000037,6,120,336,262.0665987028251,571.5874816145592,,
45602.300000000745,6,120,336,314.25202825120004,635.8608924354969,,
45651.70000000112,6,120,336,345.0961533626523,640.4702179113586,,
45701.10000000149,7,714,318,283.2767754343157,639.6833426564604,,
45738.70000000112,7,714,318,242.98403295993472,654.8828460311366,,
45776.70000000112,7,714,318,202.00949406679416,647.2563550901295,,
45813.800000000745,7,714,318,218.1418265388009,699.1888277019361,,
45850.60000000149,7,714,318,231.28166142295964,709.9425242579676,,
45900.90000000037,7,714,318,144.0121328234396,597.0142035613253,,
45915.40000000037,7,714,318,,,132,349
45952.20000000112,7,714,318,169.6615458535661,614.5729511803643,,
45952.300000000745,7,714,318,,,157,339
45963.10000000149,7,714,318,,,189,326
45988.90000000037,7,714,318,205.78727653241992,636.3313652501814,,
45990.40000000037,7,714,318,,,262,307
46026.800000000745,7,714,318,266.305418260416,573.8624873427832,,
46027,7,714,318,,,600,286
46063.20000000112,7,714,318,385.22711442090326,523.152829897059,,
46064.70000000112,7,714,318,,,740,303
46075.800000000745,7,714,318,,,776,312
46101.60000000149,7,714,318,522.8626530430089,549.7476081736783,,
46112.800000000745,7,714,318,,,806,320
46150.60000000149,7,714,318,579.4804011312049,492.2910027141078,,
46152.10000000149,7,714,318,,,804,322
46191.5,7,714,318,695.3600113459535,519.2055214267998,,
46214.40000000037,7,714,318,,,802,322
46236.90000000037,7,714,318,757.6935024172301,556.3865133357208,,
46237.10000000149,7,714,318,,,796,322
46274,7,714,318,825.0906789105866,507.61596596243584,,
46275.40000000037,7,714,318,,,791,322
46286.20000000112,7,714,318,,,784,324
46313.70000000112,7,714,318,850.8443351631935,418.2359244128886,,
46331,7,714,318,,,764,336
46347.10000000149,7,714,318,,,756,339
46369.20000000112,7,714,318,891.7634875971278,377.56870415861545,,
46369.40000000037,7,714,318,,,752,340
46382.5,7,714,318,,,751,340
46405.20000000112,7,714,318,873.6033630767411,406.88815293140846,,
46405.40000000037,7,714,318,,,748,340
46416,7,714,318,,,748,340
46443.20000000112,7,714,318,850.6910072322534,409.9206936780541,,
46444.60000000149,7,714,318,,,746,340
46455.20000000112,7,714,318,,,744,340
46482.70000000112,7,714,318,847.9327911901089,414.0411506828131,,
46483,7,714,318,,,741,340
46495.800000000745,7,714,318,,,738,339
46519.300000000745,7,714,318,807.3639926263809,368.248641301396,,
46519.40000000037,7,714,318,,,735,339
46530.70000000112,7,714,318,,,734,339
46558.20000000112,7,714,318,751.706058697162,333.12496106179384,,
46559.70000000112,7,714,318,,,733,339
46570.10000000149,7,714,318,,,732,338
46597.70000000112,7,714,318,806.0425941307444,317.088345767072,,
46597.90000000037,7,714,318,,,730,337
46610.40000000037,7,714,318,,,730,337
46633.70000000112,7,714,318,755.912905586973,312.89084227937514,,
46647.20000000112,7,714,318,,,728,336
46685.800000000745,7,714,318,698.5834327440425,287.3027590546597,,
46687.300000000745,7,714,318,,,727,336
46698.20000000112,7,714,318,,,727,335
46726.40000000037,7,714,318,655.5571648918672,331.49227169343703,,
46765.300000000745,7,714,318,713.6474995686758,320.51932305363454,,
46819.60000000149,7,714,318,728.499254214867,303.483297111816,,
46870,8,1296,806,797.0149892639754,296.51849175508266,,
46909,8,1296,806,787.0791896542905,298.25587135373735,,
46948.5,8,1296,806,786.261417373749,289.54241828075646,,
46987.10000000149,8,1296,806,787.7972030362436,263.11753150556626,,
47026.5,8,1296,806,823.4159166294546,283.6811085848695,,
47065.10000000149,8,1296,806,757.7565501335057,295.55813070986045,,
47081,8,1296,806,,,722,335
47120.10000000149,8,1296,806,712.5481665643717,300.5678153177966,,
47120.20000000112,8,1296,806,,,718,333
47132.800000000745,8,1296,806,,,717,333
47155.800000000745,8,1296,806,729.9834988211194,301.5308562769519,,
47156,8,1296,806,,,722,331
47166,8,1296,806,,,734,328
47194.10000000149,8,1296,806,725.2554948759332,332.4143195255593,,
47195.70000000112,8,1296,806,,,823,333
47234.60000000149,8,1296,806,764.5986806569946,341.83238233203787,,
47234.70000000112,8,1296,806,,,996,445
47247.800000000745,8,1296,806,,,1018,477
47271.10000000149,8,1296,806,864.450943056664,551.7804471787642,,
47271.300000000745,8,1296,806,,,1066,592
47282.40000000037,8,1296,806,,,1073,626
47310.70000000112,8,1296,806,887.2830557758757,742.8618606105936,,
47349.40000000037,8,1296,806,969.9322014939186,838.2606106125965,,
47402.40000000037,8,1296,806,1010.6845407234077,894.442028376403,,
47451.70000000112,8,1296,806,1102.930752027697,815.3812090625588,,
47465.300000000745,8,1296,806,,,1075,627
47480.5,8,1296,806,,,1085,628
47503.300000000745,8,1296,806,1166.2341961140264,776.6994524131916,,
47503.5,8,1296,806,,,1107,636
47516,8,1296,806,,,1117,640
47544.300000000745,8,1296,806,1207.0182604571485,821.6007312705092,,
47544.40000000037,8,1296,806,,,1177,675
47555,8,1296,806,,,1194,686
47581.800000000745,8,1296,806,1202.0799144681193,742.8809303490816,,
47583.300000000745,8,1296,806,,,1233,715
47594.40000000037,8,1296,806,,,1239,722
47596.800000000745,8,1296,806,,,1240,723
47622,8,1296,806,1215.8902426216732,817.1380575059229,,
47622.10000000149,8,1296,806,,,1251,736
47634.70000000112,8,1296,806,,,1253,738
47662.5,8,1296,806,1205.875365191261,765.5075831232072,,
47662.5,8,1296,806,,,1255,746
47673.20000000112,8,1296,806,,,1255,748
47701,8,1296,806,1175.972829715838,772.0586399782326,,
47702.60000000149,8,1296,806,,,1255,752
47741.60000000149,8,1296,806,1230.3807946743336,692.9900098654966,,
47741.800000000745,8,1296,806,,,1251,756
47753.60000000149,8,1296,806,,,1249,757
47777.300000000745,8,1296,806,1230.7251108850753,697.753422468045,,
47777.40000000037,8,1296,806,,,1247,760
47787.800000000745,8,1296,806,,,1247,761
47816.800000000745,8,1296,806,1298.33464044188,671.9343861401572,,
47818.40000000037,8,1296,806,,,1249,774
47829.40000000037,8,1296,806,,,1251,777
47830.70000000112,8,1296,806,,,1255,783
47858,8,1296,806,1246.3179805449665,673.3948019044342,,
47858.10000000149,8,1296,806,,,1268,802
47870.300000000745,8,1296,806,,,1272,808
47900.40000000037,8,1296,806,1239.4101458442467,715.4766135705202,,
47900.60000000149,8,1296,806,,,1282,819
47911.5,8,1296,806,,,1284,821
47913.300000000745,8,1296,806,,,1285,822
47941.10000000149,8,1296,806,1290.5031162710688,729.4311863766364,,
47942.60000000149,8,1296,806,,,1288,822
47953.300000000745,8,1296,806,,,1289,822
47982.20000000112,8,1296,806,1252.2926672478154,765.8090330705925,,
47997.60000000149,8,1296,806,,,1293,822
48036.60000000149,8,1296,806,1171.2615744638076,822.8968615117501,,
48036.90000000037,8,1296,806,,,1296,821
48049.90000000037,8,1296,806,,,1297,821
