taskId,flick_accuracy,flick_smoothness,flick_straightness,track_trackingAccuracy,track_predictionScore,syncRate,avgGazeTargetDist,avgMouseTargetDist,avgGazeMouseGap
3,9.12414379544733,0.16373327002062035,0.7261619570232173,133.8020780682572,0.0,0.0,184.2383521069243,133.8020780682572,59.13065052612409
9,16.492422502470642,0.15634135289961348,0.9964085534431218,162.9048800781956,0.0,0.0,166.17049030485654,162.9048800781956,53.44802735535808
7,17.88854381999832,0.30208195911498203,0.9732312674933263,102.43628062694388,0.0,0.0,174.3761328034789,102.43628062694388,80.18806299777795
1,18.788294228055936,0.10232855741591436,0.8450308306379803,202.92472284068478,0.0,0.0,361.4012920048818,202.92472284068478,196.17419410241348
8,20.808652046684813,0.17268926028628803,0.7074820524801877,220.39073956907205,0.0,0.25,281.32514010505173,220.39073956907205,79.16043273383039
5,28.0178514522438,0.23500757082375376,0.9382909203096078,162.05027252934403,0.0,0.0,246.4755337794976,162.05027252934403,95.95688569306292
6,57.107355042936454,0.018268594883031914,0.9959408947379109,266.60537334680885,0.0,0.0,446.3410387970237,266.60537334680885,181.31591268302998
2,,,,96.06068404750083,0.0,0.0,112.30874167459072,96.06068404750083,22.977580133727226
4,,,,98.56591888679601,0.0,0.0,227.05616360986144,98.56591888679601,144.29916899426897
