# Validation Error (pixels): 61.56
timestamp,taskId,targetX,targetY,gazeX,gazeY,mouseX,mouseY
39059.199999999255,2,1027,122,1047.4783425779367,218.94808870930532,,
39060.599999997765,2,1027,122,,,1103,125
39071.099999997765,2,1027,122,,,1095,125
39093.5,2,1027,122,1035.5361522286594,195.9631164786406,,
39093.599999997765,2,1027,122,,,1090,123
39103.79999999702,2,1027,122,,,1089,122
39125.699999999255,2,1027,122,1040.5055065803117,224.5925939219907,,
39127.099999997765,2,1027,122,,,1087,122
39137.89999999851,2,1027,122,,,1086,122
39160,2,1027,122,1019.3201441557565,231.49079349046838,,
39160.099999997765,2,1027,122,,,1084,122
39171.199999999255,2,1027,122,,,1082,122
39192.79999999702,2,1027,122,1032.4807001621482,166.99198193311335,,
39194.29999999702,2,1027,122,,,1080,122
39204.89999999851,2,1027,122,,,1079,122
39227.699999999255,2,1027,122,956.0518240491737,190.3382248621989,,
39227.89999999851,2,1027,122,,,1076,122
39237.89999999851,2,1027,122,,,1075,122
39260.79999999702,2,1027,122,970.6830170143742,161.4789663118761,,
39262.29999999702,2,1027,122,,,1074,122
39272.29999999702,2,1027,122,,,1073,122
39295.099999997765,2,1027,122,939.7139380750132,118.57495695806728,,
39295.29999999702,2,1027,122,,,1069,124
39305.39999999851,2,1027,122,,,1068,125
39327.599999997765,2,1027,122,1001.241470797488,81.1611304415382,,
39329.199999999255,2,1027,122,,,1064,127
39362.79999999702,2,1027,122,1002.9029546075991,111.55858230211611,,
39363.199999999255,2,1027,122,,,1054,130
39372.5,2,1027,122,,,1053,130
39394.79999999702,2,1027,122,1034.477257919977,113.11628887484217,,
39396.29999999702,2,1027,122,,,1049,132
39405.5,2,1027,122,,,1048,132
39429.29999999702,2,1027,122,1041.8566365577474,137.51497984864665,,
39429.39999999851,2,1027,122,,,1046,132
39460.5,2,1027,122,1076.186980801158,76.97163005616625,,
39493.199999999255,2,1027,122,1049.0187263474436,115.10333505960708,,
39494.599999997765,2,1027,122,,,1046,132
39527,2,1027,122,1071.0766176846448,121.35787954673275,,
39560.5,2,1027,122,1072.7241143423437,97.83689499332527,,
39604.199999999255,3,759,357,1040.6963856866385,130.4853677681184,,
39638.5,3,759,357,1049.1784863256923,114.39616207810255,,
39671.89999999851,3,759,357,1042.1879321660263,102.28908829043071,,
39704.89999999851,3,759,357,1052.7552774496098,115.56285514548671,,
39738.29999999702,3,759,357,1033.6080082909796,104.25031965736873,,
39772,3,759,357,1036.3741909393534,139.27241924547695,,
39788.39999999851,3,759,357,,,1046,132
39806.699999999255,3,759,357,1054.961372559347,106.54392092573624,,
39806.89999999851,3,759,357,,,1040,136
39821.29999999702,3,759,357,,,1030,137
39839.599999997765,3,759,357,1052.623571554503,81.79889766428654,,
39840.89999999851,3,759,357,,,1018,138
39854.5,3,759,357,,,990,141
39874.599999997765,3,759,357,1030.32365118296,102.91760978824124,,
39874.79999999702,3,759,357,,,936,151
39887.79999999702,3,759,357,,,903,161
39909.099999997765,3,759,357,1054.71781261919,97.70728150458643,,
39910.5,3,759,357,,,838,196
39921.099999997765,3,759,357,,,830,202
39943.699999999255,3,759,357,1023.928849841235,161.26305466042197,,
39943.79999999702,3,759,357,,,758,263
39954,3,759,357,,,752,270
39977.39999999851,3,759,357,942.8935379061788,185.44741771839352,,
39978.89999999851,3,759,357,,,718,316
39989,3,759,357,,,707,332
40012.199999999255,3,759,357,861.5672515377827,281.8329747638622,,
40012.29999999702,3,759,357,,,696,348
40023,3,759,357,,,693,352
40046.199999999255,3,759,357,795.7022973659336,339.8591804062555,,
40047.599999997765,3,759,357,,,692,354
40081.099999997765,3,759,357,778.3864432671745,346.2821588595537,,
40081.199999999255,3,759,357,,,690,357
40115.099999997765,3,759,357,788.8959161715488,327.0940600390007,,
40148.599999997765,3,759,357,821.5124950403308,308.4935626273633,,
40182.89999999851,3,759,357,832.4664368756365,285.38535851617206,,
40184.29999999702,3,759,357,,,692,356
40194.5,3,759,357,,,694,356
40217.89999999851,3,759,357,785.5866368875103,301.472107745828,,
40218,3,759,357,,,704,356
40228.099999997765,3,759,357,,,708,356
40252.89999999851,3,759,357,738.3133388220659,336.8291244244057,,
40254.29999999702,3,759,357,,,724,357
40288.5,3,759,357,739.2111700344698,299.956474179271,,
40288.699999999255,3,759,357,,,750,363
40298.79999999702,3,759,357,,,754,365
40321.699999999255,3,759,357,742.3229074230507,267.1874415591009,,
40323.79999999702,3,759,357,,,761,367
40334.5,3,759,357,,,765,368
40358.199999999255,3,759,357,721.5583187643779,299.990735106849,,
40358.39999999851,3,759,357,,,769,368
40371.199999999255,3,759,357,,,770,368
40392.099999997765,3,759,357,697.942411792923,328.1961583974182,,
40406.099999997765,3,759,357,,,772,368
40421.199999999255,3,759,357,,,772,368
40440,3,759,357,719.1188247133188,324.70930496135963,,
40474.199999999255,3,759,357,756.7862577948842,356.1717485619426,,
40522.5,3,759,357,750.5126594658059,355.77242042121225,,
40572,3,759,357,777.513904156807,360.5790640548499,,
40623.599999997765,4,759,357,800.653840947458,401.6587351335651,,
40658,4,481,342,813.7048971144725,408.9900891279939,,
40692.099999997765,4,481,342,797.6465754336211,403.82328928798023,,
40725.89999999851,4,481,342,755.9062424942474,408.8045365101147,,
40760.5,4,481,342,701.0736202025304,403.33760110113684,,
40794.099999997765,4,481,342,668.8328080792292,399.7966085892199,,
40837.29999999702,4,481,342,688.3182034973186,398.39662230335887,,
40869.599999997765,4,481,342,700.5554943800807,409.45852776466444,,
40871.599999997765,4,481,342,,,768,368
40904.599999997765,4,481,342,710.4944826878234,408.71585321192305,,
40904.699999999255,4,481,342,,,748,369
40915.29999999702,4,481,342,,,734,372
40937.599999997765,4,481,342,730.4061244265416,394.9421827521606,,
40939,4,481,342,,,701,376
40953.5,4,481,342,,,653,376
40971.099999997765,4,481,342,782.0714935613563,395.5790380883147,,
40971.199999999255,4,481,342,,,624,376
41003.599999997765,4,481,342,770.028462155309,398.0408075046129,,
41005.099999997765,4,481,342,,,554,362
41015.79999999702,4,481,342,,,529,352
41037.199999999255,4,481,342,678.6064320053931,389.2447645110733,,
41037.39999999851,4,481,342,,,516,344
41047.599999997765,4,481,342,,,516,344
41069,4,481,342,605.0980286051293,364.57959393202793,,
41070.39999999851,4,481,342,,,515,343
41103.099999997765,4,481,342,537.7107730181102,451.967037687008,,
41103.29999999702,4,481,342,,,515,342
41135.29999999702,4,481,342,461.15994943309005,443.44091543249294,,
41168.89999999851,4,481,342,419.2424437670234,545.7781912904435,,
41201.39999999851,4,481,342,394.52056538703175,600.8161495034075,,
41234,4,481,342,379.0474144814852,655.6510886381653,,
41235.5,4,481,342,,,513,342
41245.5,4,481,342,,,513,342
41267.39999999851,4,481,342,352.93255337940974,631.4919772209748,,
41267.5,4,481,342,,,509,343
41277.89999999851,4,481,342,,,508,344
41300.099999997765,4,481,342,325.8349344134796,639.4239189581524,,
41302,4,481,342,,,504,345
41312.099999997765,4,481,342,,,501,346
41335.099999997765,4,481,342,349.9010385440657,626.1024245429309,,
41335.199999999255,4,481,342,,,498,347
41345.39999999851,4,481,342,,,498,348
41367.5,4,481,342,378.93111233935076,574.0245102629212,,
41369,4,481,342,,,496,350
41401.29999999702,4,481,342,392.1620312006971,525.1664832935724,,
41401.5,4,481,342,,,496,350
41434.199999999255,4,481,342,405.2371337171848,483.58849463510677,,
41466.79999999702,4,481,342,424.0000604694806,442.0456888523211,,
41500.699999999255,4,481,342,432.55267141033744,408.25111715387,,
41533.89999999851,4,481,342,449.273623676161,384.21278158146674,,
41566.29999999702,4,481,342,463.58907845628437,365.66481606699443,,
41599.29999999702,4,481,342,435.7788288779433,350.33500300659364,,
41635.699999999255,5,126,536,433.4519592725007,368.37283284345597,,
41664,5,126,536,436.83180972276085,362.1224864916413,,
41697.29999999702,5,126,536,439.84896211869795,358.17693190278266,,
41730.199999999255,5,126,536,441.95531166084373,352.4251488946875,,
41762.79999999702,5,126,536,445.84375610893073,356.5289355726326,,
41795.199999999255,5,126,536,461.15643369270276,368.1500004413229,,
41796.79999999702,5,126,536,,,495,350
41806.89999999851,5,126,536,,,494,350
41829,5,126,536,501.82314609697494,357.92565948080147,,
41829.199999999255,5,126,536,,,494,350
41862.599999997765,5,126,536,527.9409180826209,327.2376382089938,,
41864,5,126,536,,,491,350
41896.5,5,126,536,539.2217439322643,358.2910188593222,,
41896.599999997765,5,126,536,,,482,350
41930.099999997765,5,126,536,527.9118066671825,385.2001122330564,,
41931.599999997765,5,126,536,,,451,356
41964.5,5,126,536,522.0017490025867,371.00039637327166,,
41964.599999997765,5,126,536,,,375,409
41975.199999999255,5,126,536,,,356,426
41997.29999999702,5,126,536,453.01666793007024,384.9458884436729,,
41998.599999997765,5,126,536,,,292,484
42008.79999999702,5,126,536,,,269,506
42031.599999997765,5,126,536,409.68884424933066,429.624024443278,,
42031.699999999255,5,126,536,,,215,551
42041.79999999702,5,126,536,,,208,556
42064.699999999255,5,126,536,405.4032597667451,466.93541543501044,,
42066.099999997765,5,126,536,,,183,573
42099,5,126,536,370.8236547291654,482.5934136747943,,
42099.099999997765,5,126,536,,,172,577
42131.39999999851,5,126,536,351.20371479696837,510.75315337100534,,
42164.599999997765,5,126,536,326.9162003311477,505.2520267743164,,
42197.099999997765,5,126,536,306.3482356077945,505.68686102986584,,
42230.29999999702,5,126,536,345.8983326243023,515.9666385740928,,
42262.199999999255,5,126,536,351.56602379148995,529.0535041599757,,
42294.599999997765,5,126,536,365.1650206630909,534.0573336484885,,
42296.099999997765,5,126,536,,,167,572
42306.099999997765,5,126,536,,,165,570
42327.699999999255,5,126,536,293.1418036787316,585.2727919239221,,
42327.79999999702,5,126,536,,,160,567
42337.89999999851,5,126,536,,,157,566
42360,5,126,536,248.76326330930226,603.1078021172051,,
42361.5,5,126,536,,,150,563
42393.79999999702,5,126,536,219.10421195926088,581.3974670711725,,
42394.099999997765,5,126,536,,,143,560
42405,5,126,536,,,142,559
42426.89999999851,5,126,536,207.451288626872,581.2657270562418,,
42428.29999999702,5,126,536,,,140,558
42438.89999999851,5,126,536,,,140,558
42462.39999999851,5,126,536,176.22617470680052,611.8995651640208,,
42462.599999997765,5,126,536,,,138,556
42472.89999999851,5,126,536,,,138,556
42494.79999999702,5,126,536,144.9724834206517,635.3669677099468,,
42496.199999999255,5,126,536,,,138,556
42531,5,126,536,134.84403149664678,603.9562972667188,,
42531.199999999255,5,126,536,,,138,555
42565.199999999255,5,126,536,135.26333691869885,620.7122561448081,,
42599.699999999255,5,126,536,153.34268491510443,596.4756298583704,,
42633.5,5,126,536,145.2524667444134,592.4529322596783,,
42667.29999999702,5,126,536,145.98706732381922,575.0230558837528,,
42705.39999999851,6,1253,407,125.6306980058719,577.4703357737993,,
42739.199999999255,6,1253,407,130.58797770134726,581.7089677575144,,
42773.39999999851,6,1253,407,119.82059213596726,602.0758643317795,,
42807,6,1253,407,136.76636689754267,599.4374501307195,,
42841.099999997765,6,1253,407,136.73761040066674,595.7515700253373,,
42874.599999997765,6,1253,407,146.18034461002506,599.1317176090963,,
42908.5,6,1253,407,127.7323898477106,617.0002714063054,,
42953.89999999851,6,1253,407,118.0582114996642,638.7805254391186,,
42955.39999999851,6,1253,407,,,140,555
42965.79999999702,6,1253,407,,,150,551
42989,6,1253,407,132.8673240235446,633.7791106670107,,
43005.89999999851,6,1253,407,,,276,517
43020.699999999255,6,1253,407,,,442,487
43038.79999999702,6,1253,407,152.3462887700976,611.4739763718235,,
43038.89999999851,6,1253,407,,,645,471
43053.5,6,1253,407,,,875,464
43071.39999999851,6,1253,407,341.91009056687807,662.3405564504279,,
43072.699999999255,6,1253,407,,,1037,464
43086.699999999255,6,1253,407,,,1136,464
43106.099999997765,6,1253,407,539.8519149025275,649.1976104029623,,
43106.29999999702,6,1253,407,,,1363,464
43121.199999999255,6,1253,407,,,1409,466
43139.39999999851,6,1253,407,694.6114599901294,561.1683886900485,,
43140.699999999255,6,1253,407,,,1428,468
43154.5,6,1253,407,,,1446,473
43174.199999999255,6,1253,407,938.0573124755397,529.980294557891,,
43208.199999999255,6,1253,407,1132.1925318117026,590.8285659045883,,
43255.29999999702,6,1253,407,1289.8510196031946,548.1305970783663,,
43288.599999997765,6,1253,407,1404.9008096912232,550.1776120552692,,
43290,6,1253,407,,,1442,473
43304.5,6,1253,407,,,1437,473
43323.199999999255,6,1253,407,1406.518971804083,511.66087412791023,,
43323.29999999702,6,1253,407,,,1432,472
43336.79999999702,6,1253,407,,,1426,469
43356.699999999255,6,1253,407,1441.3202846583135,487.1822340161999,,
43358.099999997765,6,1253,407,,,1417,466
43370.199999999255,6,1253,407,,,1397,457
43391.29999999702,6,1253,407,1482.2164358458406,463.14766571199107,,
43391.39999999851,6,1253,407,,,1366,445
43404.39999999851,6,1253,407,,,1356,442
43425,6,1253,407,1538.298556675184,465.6306657454033,,
43426.29999999702,6,1253,407,,,1344,438
43437.79999999702,6,1253,407,,,1338,438
43460.099999997765,6,1253,407,1569.3898353148666,440.59092301827934,,
43460.199999999255,6,1253,407,,,1336,438
43471.099999997765,6,1253,407,,,1330,438
43493.699999999255,6,1253,407,1595.916096884546,419.8693466986525,,
43495,6,1253,407,,,1326,438
43505.099999997765,6,1253,407,,,1323,438
43528.5,6,1253,407,1588.2228875469352,427.90213534788796,,
43528.599999997765,6,1253,407,,,1319,438
43561.5,6,1253,407,1551.417249123128,428.2990507633455,,
43562.89999999851,6,1253,407,,,1315,438
43597.099999997765,6,1253,407,1537.9387108064204,407.41928604861636,,
43597.199999999255,6,1253,407,,,1314,438
43631.5,6,1253,407,1536.9240782983084,419.2872431983931,,
43633,6,1253,407,,,1311,438
43667.79999999702,6,1253,407,1488.5220739811307,488.7567253416143,,
43668.099999997765,6,1253,407,,,1305,438
43703.5,6,1253,407,1392.8051018231977,518.3336284306797,,
43705.099999997765,6,1253,407,,,1299,436
43740.599999997765,6,1253,407,1362.8331467015807,529.7014290415436,,
43740.699999999255,6,1253,407,,,1292,432
43756.199999999255,6,1253,407,,,1288,430
43775.199999999255,6,1253,407,1339.0723232842097,479.0902360928766,,
43775.29999999702,6,1253,407,,,1286,428
43788.099999997765,6,1253,407,,,1281,425
43810.199999999255,6,1253,407,1294.6421603936108,519.4185533380559,,
43811.699999999255,6,1253,407,,,1278,423
43821.89999999851,6,1253,407,,,1274,419
43846.39999999851,6,1253,407,1266.7108364978117,545.920958193071,,
43846.5,6,1253,407,,,1271,417
43856.89999999851,6,1253,407,,,1270,417
43880.89999999851,6,1253,407,1232.476592412867,555.7890602845449,,
43882.199999999255,6,1253,407,,,1268,415
43892.5,6,1253,407,,,1268,414
43917.199999999255,6,1253,407,1225.3151078709182,590.9446832123389,,
43917.29999999702,6,1253,407,,,1268,414
43952.099999997765,6,1253,407,1187.2989427574707,555.9729477044554,,
43953.599999997765,6,1253,407,,,1268,414
43987.89999999851,6,1253,407,1133.0652963427488,583.4315494265,,
44039.199999999255,6,1253,407,1160.669971915285,610.5930164001863,,
44090.599999997765,6,1253,407,1128.341482543386,607.5572952428754,,
44140.29999999702,7,1424,185,1161.684535749014,593.1999936098342,,
44174.79999999702,7,1424,185,1180.9644499119725,538.8459698296925,,
44210.29999999702,7,1424,185,1191.5811882180776,525.4872698778678,,
44246.5,7,1424,185,1145.3684121721221,557.4189905356952,,
44282.099999997765,7,1424,185,1196.5933174069985,515.7410769760731,,
44317.79999999702,7,1424,185,1214.3657891764851,489.38607345809277,,
44353.39999999851,7,1424,185,1246.6246527561618,459.23959497699946,,
44386.79999999702,7,1424,185,1161.5832051755317,500.8125494115387,,
44421.79999999702,7,1424,185,1109.528610145327,483.3194362243389,,
44472.099999997765,7,1424,185,1101.4560439403213,461.0342159621534,,
44473.39999999851,7,1424,185,,,1280,401
44484.099999997765,7,1424,185,,,1286,394
44487.599999997765,7,1424,185,,,1297,380
44508.199999999255,7,1424,185,1166.0725694033677,418.4165813381824,,
44508.39999999851,7,1424,185,,,1321,346
44521.099999997765,7,1424,185,,,1338,316
44542.599999997765,7,1424,185,1166.4842189525905,349.3690936505876,,
44544,7,1424,185,,,1346,304
44554.39999999851,7,1424,185,,,1359,283
44579.099999997765,7,1424,185,1234.2704361992205,347.15829976721795,,
44579.199999999255,7,1424,185,,,1366,273
44589.29999999702,7,1424,185,,,1367,271
44613,7,1424,185,1239.949408722311,327.3246538989074,,
44614.39999999851,7,1424,185,,,1368,269
44649.099999997765,7,1424,185,1281.698052432039,291.65174785832335,,
44649.199999999255,7,1424,185,,,1374,264
44683.79999999702,7,1424,185,1346.0546472227413,272.1033975226703,,
44685.199999999255,7,1424,185,,,1391,248
44695.699999999255,7,1424,185,,,1392,246
44720.89999999851,7,1424,185,1407.0846016459843,250.05327551211127,,
44721,7,1424,185,,,1401,239
44731.39999999851,7,1424,185,,,1403,237
44756.199999999255,7,1424,185,1395.594709788467,220.86827948486626,,
44757.5,7,1424,185,,,1409,232
44767.89999999851,7,1424,185,,,1410,232
44771.099999997765,7,1424,185,,,1411,231
44791.29999999702,7,1424,185,1423.3360322081246,192.95880238906582,,
44791.39999999851,7,1424,185,,,1412,230
44803.599999997765,7,1424,185,,,1414,230
44825.39999999851,7,1424,185,1432.739106693165,176.99563688693033,,
44826.89999999851,7,1424,185,,,1416,228
44837.89999999851,7,1424,185,,,1418,228
44861.699999999255,7,1424,185,1460.733532628617,152.69487614458782,,
44861.89999999851,7,1424,185,,,1423,225
44872.599999997765,7,1424,185,,,1424,224
44896.89999999851,7,1424,185,1494.0216264693454,147.61488364326465,,
44898.29999999702,7,1424,185,,,1428,220
44908.5,7,1424,185,,,1429,218
44932.199999999255,7,1424,185,1502.1069868142868,107.08623706718731,,
44932.29999999702,7,1424,185,,,1431,215
44942.5,7,1424,185,,,1431,213
44966.79999999702,7,1424,185,1503.4887333217869,102.34414070172426,,
44968.5,7,1424,185,,,1432,209
44979,7,1424,185,,,1432,207
45003.699999999255,7,1424,185,1504.6651792792143,127.32483812099045,,
45003.89999999851,7,1424,185,,,1432,203
45014.199999999255,7,1424,185,,,1432,201
45038.5,7,1424,185,1423.5562968571126,209.4543341209517,,
45056,7,1424,185,,,1432,201
45090,7,1424,185,1412.8088201005708,234.44575743951117,,
45124.199999999255,7,1424,185,1376.877823647251,260.02300827776844,,
45172.79999999702,7,1424,185,1399.300813580211,249.31283847921904,,
45222.89999999851,7,1424,185,1389.7401221981106,236.71521091989453,,
45273.199999999255,8,868,506,1413.750712412009,241.14792750747168,,
45307.39999999851,8,868,506,1411.990628178463,273.1806051602548,,
45342.39999999851,8,868,506,1441.7816845562788,229.18401641556517,,
45377.29999999702,8,868,506,1468.0811185102302,223.44209762786096,,
45412.599999997765,8,868,506,1492.2276131572119,195.59867553686084,,
45447.599999997765,8,868,506,1496.3869458712607,220.7671460154178,,
45482.29999999702,8,868,506,1487.736425585075,222.35138700635474,,
45484,8,868,506,,,1432,199
45494.39999999851,8,868,506,,,1432,199
45518.29999999702,8,868,506,1505.7338643924281,224.30794929252403,,
45518.39999999851,8,868,506,,,1429,200
45552.199999999255,8,868,506,1521.568708293084,200.6301890773902,,
45553.699999999255,8,868,506,,,1420,202
45564.599999997765,8,868,506,,,1398,211
45587.099999997765,8,868,506,1527.002298912472,183.12601848545978,,
45587.199999999255,8,868,506,,,1315,246
45597.599999997765,8,868,506,,,1279,260
45621,8,868,506,1511.6937802092493,205.03243824417046,,
45622.39999999851,8,868,506,,,1136,306
45633.199999999255,8,868,506,,,1081,322
45637.79999999702,8,868,506,,,1028,337
45656.79999999702,8,868,506,1238.8218838751075,309.3565744163487,,
45656.89999999851,8,868,506,,,918,372
45672.599999997765,8,868,506,,,847,398
45692.29999999702,8,868,506,1009.9269073848982,454.74544910199256,,
45692.39999999851,8,868,506,,,773,435
45704.5,8,868,506,,,765,440
45727.099999997765,8,868,506,856.6266318010051,582.9984031359975,,
45728.599999997765,8,868,506,,,730,467
45739.29999999702,8,868,506,,,719,480
45764.099999997765,8,868,506,765.8668320537985,512.3068638789645,,
45764.099999997765,8,868,506,,,716,489
45774.599999997765,8,868,506,,,716,493
45799.199999999255,8,868,506,762.7285407508641,483.6916655751592,,
45800.699999999255,8,868,506,,,719,499
45836.29999999702,8,868,506,740.8356074810778,508.82803256018354,,
45836.39999999851,8,868,506,,,730,507
45871.39999999851,8,868,506,704.0394530983212,508.4209378192209,,
45872.79999999702,8,868,506,,,737,509
45887.79999999702,8,868,506,,,742,510
45908.199999999255,8,868,506,710.3082183279274,524.1893907435797,,
45908.199999999255,8,868,506,,,753,510
45920.599999997765,8,868,506,,,757,510
45942.5,8,868,506,738.8878114022313,562.9875279565816,,
45943.89999999851,8,868,506,,,771,510
45954.699999999255,8,868,506,,,776,510
45981.29999999702,8,868,506,780.1081953066465,565.9256585820395,,
45981.39999999851,8,868,506,,,794,510
46017.699999999255,8,868,506,742.3075641194646,609.4834114336194,,
46019.29999999702,8,868,506,,,809,514
46030,8,868,506,,,817,516
46055.39999999851,8,868,506,751.6968865737437,630.8259742117058,,
46072.699999999255,8,868,506,,,839,521
46087.79999999702,8,868,506,,,848,522
46107.89999999851,8,868,506,792.7819224888337,552.7725502636467,,
46107.89999999851,8,868,506,,,856,523
46122.89999999851,8,868,506,,,864,524
46143.39999999851,8,868,506,809.9450762924126,548.0635575856455,,
46143.5,8,868,506,,,866,524
46154.599999997765,8,868,506,,,872,524
46179.89999999851,8,868,506,784.5155023957926,535.6865493169134,,
46181.39999999851,8,868,506,,,880,525
46192,8,868,506,,,883,525
46217.599999997765,8,868,506,795.4083280693836,564.1003866448419,,
46221.29999999702,8,868,506,,,885,525
46256.79999999702,8,868,506,758.9629894910911,541.9029638330402,,
46258.39999999851,8,868,506,,,886,523
46268.79999999702,8,868,506,,,886,523
46294.099999997765,8,868,506,827.7008669695531,522.570472590109,,
46340.79999999702,8,868,506,831.1460065238351,540.9685458215266,,
46390.099999997765,8,868,506,865.1461893705973,513.8092935227852,,
46441.099999997765,8,868,506,853.0983965254717,503.60229033379585,,
46480.699999999255,9,1305,387,922.0052028579962,525.832556089198,,
46517,9,1305,387,908.4961720615472,542.5271724924115,,
46553.199999999255,9,1305,387,939.7624239753729,497.80578310953103,,
46589.599999997765,9,1305,387,963.7417895087209,508.9523059087624,,
46626,9,1305,387,982.2001656300118,517.6186099581962,,
46674.099999997765,9,1305,387,987.6581892166136,508.73205963895845,,
46723.39999999851,9,1305,387,974.4041126618607,523.739251024982,,
46773.599999997765,9,1305,387,982.8303111239348,531.7189580071058,,
46789.39999999851,9,1305,387,,,886,523
46803.5,9,1305,387,,,916,518
46824.29999999702,9,1305,387,1025.5806797910461,496.2760089963432,,
46824.39999999851,9,1305,387,,,942,510
46839.39999999851,9,1305,387,,,980,496
46859.199999999255,9,1305,387,1033.1412866374603,479.546762298425,,
46859.29999999702,9,1305,387,,,1019,485
46870.29999999702,9,1305,387,,,1031,482
46893.79999999702,9,1305,387,1008.912814691121,502.91269154649643,,
46895.29999999702,9,1305,387,,,1049,478
46929.699999999255,9,1305,387,1024.778241361707,486.2513694586406,,
46964.29999999702,9,1305,387,1088.9717316267568,477.9945456586589,,
46998,9,1305,387,1132.3406634101939,504.0995418308564,,
47031.599999997765,9,1305,387,1175.3916776800456,500.60403902878585,,
47064.89999999851,9,1305,387,1172.4516842482742,515.4005281550886,,
47077.199999999255,9,1305,387,,,1049,477
47095.29999999702,9,1305,387,1200.7124888811902,490.84758369426606,,
